HOG	OG	Gene Tree Parent Clade	Scerevisiae	Ndairenensis	Smikatae	Skudriavzevii	Tblattae	Suvarum	Tphaffii	Tdelbrueckii	Zrouxii	Vpolyspora	Ecymbalariae	Cglabrata	Kafricana	Egossypii	Knaganishii	Klactis	Lthermotolerans	Lkluyveri	Ncastellii	Lwaltii
N0.HOG0004511	OG0004045	n0	YBR038W	NDAI0A07230	Smik_2.156	Skud_2.150	TBLA0G02840	Suva_4.270	TPHA0M00610	TDEL0D04000	ZYRO0A04004g	Kpol_1036.34a		CAGL0I04818g	KAFR0F02390	AEL190W	KNAG0K01590	KLLA0D03542g	KLTH0A01826g	SAKL0C11770g	NCAS0A10240	Kwal_23.5184
N0.HOG0004512	OG0004046	n0	YIL034C		Smik_9.157	Skud_9.135	TBLA0D04730	Suva_9.166	TPHA0B02790	TDEL0H02390	ZYRO0D16148g	Kpol_1063.5	Ecym_4363	CAGL0I05214g	KAFR0A02570	ADL101C	KNAG0H02850	KLLA0E04225g	KLTH0A03520g	SAKL0F07832g	NCAS0A13300	Kwal_47.18096
N0.HOG0004513	OG0004047	n0	YIL033C	NDAI0A02730	Smik_9.158	Skud_9.136	TBLA0D04800	Suva_9.167	TPHA0C01350	TDEL0H02410	ZYRO0D16104g	Kpol_1070.32		CAGL0I05236g	KAFR0A02590	ADL099C	KNAG0H02830	KLLA0E04181g	KLTH0A03432g	SAKL0F07788g	NCAS0A13290	Kwal_47.18081
N0.HOG0004514	OG0004048	n0	YJL207C	NDAI0F04660	Smik_10.24	Skud_10.9	TBLA0A05840	Suva_6.286	TPHA0B04080	TDEL0C05750	ZYRO0C18194g	Kpol_2000.20		CAGL0I06358g	KAFR0G03790		KNAG0A08030	KLLA0C03179g	KLTH0F03388g	SAKL0C03828g	NCAS0A00160	Kwal_33.13564, Kwal_33.13570
N0.HOG0004515	OG0004049	n0	YPR170W-B	NDAI0D00160	Smik_16.435	Skud_16.475	TBLA0J00190	Suva_16.502	TPHA0I03170	TDEL0H00450	ZYRO0D01298g	Kpol_1013.45		CAGL0I06457g	KAFR0B00440	AEL262CA	KNAG0F03810	KLLA0B10769g	KLTH0A01078g	SAKL0F15796g	NCAS0H00200	Kwal_YGOB_Anc_7.526
N0.HOG0004516	OG0004050	n0	YGL223C	NDAI0I03060	Smik_7.43	Skud_7.48	TBLA0I03340	Suva_7.39	TPHA0E02610	TDEL0D06030	ZYRO0E08822g	Kpol_423.4	Ecym_1193	CAGL0I06919g	KAFR0J02710	AFR233W		KLLA0A01430g	KLTH0G01408g	SAKL0F01584g	NCAS0E00440	Kwal_47.19143
N0.HOG0004517	OG0004051	n0	YGL212W	NDAI0I02930	Smik_7.51	Skud_7.56		Suva_7.49	TPHA0A05840	TDEL0D05930	ZYRO0E08580g	Kpol_1050.21	Ecym_1203	CAGL0I07095g	KAFR0F04180	AER438C	KNAG0B00560	KLLA0A01672g	KLTH0G01672g	SAKL0F01826g	NCAS0E00520	Kwal_47.19079
N0.HOG0004518	OG0004052	n0	YOR138C	NDAI0C01390	Smik_15.318	Skud_15.302	TBLA0A02540, TBLA0B02230	Suva_8.190	TPHA0J02780	TDEL0A03390	ZYRO0D11264g	Kpol_543.9		CAGL0I07205g	KAFR0E02540		KNAG0B04050	KLLA0E03169g	KLTH0F15004g	SAKL0G03564g	NCAS0H02270	Kwal_55.21267
N0.HOG0004519	OG0004053	n0	YOL107W	NDAI0G04110	Smik_15.48	Skud_15.46	TBLA0B08400	Suva_15.57	TPHA0P01150	TDEL0D05480	ZYRO0B06886g	Kpol_1054.14		CAGL0I07381g	KAFR0C01530	AEL079W	KNAG0K00540	KLLA0C12111g	KLTH0C09130g	SAKL0C09020g	NCAS0C04750	Kwal_56.22769
N0.HOG0004520	OG0004054	n0	YOL086W-A	NDAI0B02770	Smik_15.70	Skud_15.67	TBLA0F01140	Suva_15.80	TPHA0M00710	TDEL0D05070	Zrou_YGOB_Anc_3.116	Kpol_1036.21	Ecym_5333	CAGL0I07837g	KAFR0C01300	AER034C		KLLA0F21054g	KLTH0G15642g	SAKL0C10120g	NCAS0B05400	Kwal_56.23205
N0.HOG0004521	OG0004055	n0	YOL084W	NDAI0B02790	Smik_15.75	Skud_15.69		Suva_15.82	TPHA0A00770	TDEL0D05040	ZYRO0B05918g	Kpol_1053.41	Ecym_5329	CAGL0I07865g	KAFR0C01290	AER030C	KNAG0K00870	KLLA0C11187g	KLTH0G15752g	SAKL0C10230g	NCAS0B05380	Kwal_56.23183
N0.HOG0004522	OG0004056	n0	YOL077C	NDAI0B02860	Smik_15.82	Skud_15.76	TBLA0F01070	Suva_15.89	TPHA0A00820	TDEL0D04940	ZYRO0B05676g	Kpol_1053.46		CAGL0I07975g	KAFR0C01210	AER020W	KNAG0K00930	KLLA0E17799g	KLTH0G15994g	SAKL0C10428g	NCAS0B05310	Kwal_56.23128
N0.HOG0004523	OG0004057	n0	YPR164W	NDAI0J00220	Smik_16.423	Skud_16.463	TBLA0F02950	Suva_16.494	TPHA0G00350	TDEL0H00510	ZYRO0D01496g	Kpol_1008.16	Ecym_7210	CAGL0I08415g	KAFR0B00500	ABR181W	KNAG0F03750		KLTH0F18568g	SAKL0F15598g	NCAS0A15060	Kwal_55.21933
N0.HOG0004524	OG0004058	n0	YGR170W	NDAI0D02040	Smik_6.280	Skud_7.498	TBLA0H02200	Suva_7.463	TPHA0J03110	TDEL0E04550	ZYRO0F01760g	Kpol_538.27		CAGL0I08745g	KAFR0K00950	AAL131C	KNAG0E03670	KLLA0F14927g	KLTH0B02442g	SAKL0G13618g	NCAS0A06990	Kwal_33.15326
N0.HOG0004525	OG0004059	n0	YBR264C	NDAI0B04680	Smik_2.408	Skud_2.397		Suva_4.526	TPHA0I02590	TDEL0D02060	ZYRO0B09152g	Kpol_1066.11	Ecym_6309	CAGL0I09306g	KAFR0C04310	AEL187C	KNAG0C01840	KLLA0F01232g	KLTH0H10274g	SAKL0D06490g	NCAS0B07360	Kwal_14.2484
N0.HOG0004526	OG0004060	n0	YBR274W	NDAI0B04700	Smik_2.417	Skud_2.406		Suva_4.535	TPHA0O01400	TDEL0D02040	ZYRO0B09196g	Kpol_1035.17	Ecym_6307	CAGL0I09504g	KAFR0C04280	AEL185C	KNAG0C01820	KLLA0F01276g	KLTH0H10318g	SAKL0D06534g	NCAS0B07380	Kwal_14.2497
N0.HOG0004527	OG0004061	n0	YGL128C	NDAI0C00200	Smik_7.143	Skud_7.144	TBLA0A05560	Suva_7.135		TDEL0C06100	ZYRO0F16456g	Kpol_2000.56	Ecym_1097	CAGL0I09526g	KAFR0A01530	AFR659W	KNAG0B01890	KLLA0C02541g	KLTH0F02596g	SAKL0C02904g	NCAS0H03480	Kwal_33.13451
N0.HOG0004528	OG0004062	n0	YOR304C-A	NDAI0E00600	Smik_15.486	Skud_15.472	TBLA0D00780	Suva_8.356		TDEL0B01160	ZYRO0F12408g	Kpol_1045.5	Ecym_1484	CAGL0I09658g	KAFR0D01530	AFR540C	KNAG0G03140	KLLA0F08492g	Kthe_YGOB_Anc_8.781	SAKL0B05632g	NCAS0B00820	Kwal_34.15911
N0.HOG0004529	OG0004063	n0	YOR307C	NDAI0E00570	Smik_15.489	Skud_15.475	TBLA0B02850	Suva_8.359	TPHA0I00660	TDEL0B01130	ZYRO0F12474g	Kpol_1045.1		CAGL0I09746g	KAFR0D01560	AFR543C	KNAG0G03170	KLLA0F08569g	KLTH0H15268g	SAKL0B05786g	NCAS0B00850	Kwal_34.15903
N0.HOG0004530	OG0004064	n0	YOL053W	NDAI0E00450	Smik_15.114	Skud_15.103	TBLA0B02680	Suva_15.116	TPHA0I00580	TDEL0B00910	ZYRO0G13332g	Kpol_480.24	Ecym_2682	CAGL0I09966g		AGL215W	KNAG0G03270	KLLA0B08734g	KLTH0C04708g	SAKL0D02398g	NCAS0B00980	Kwal_27.10428
N0.HOG0004531	OG0004065	n0	YGR125W	NDAI0G00990	Smik_6.221	Skud_7.436	TBLA0C04440	Suva_7.413	TPHA0D04210	TDEL0D05530	ZYRO0C07986g	Kpol_480.18		CAGL0I10626g	KAFR0C01910	AFR304W	KNAG0B00860	KLLA0E04731g	KLTH0F14674g	SAKL0F02926g	NCAS0E00950	Kwal_55.21201
N0.HOG0004532	OG0004066	n0	YGR122W	NDAI0G01000	Smik_6.212	Skud_7.426	TBLA0C05330	Suva_7.406	TPHA0D03170	TDEL0F03610	ZYRO0B04356g	Kpol_505.36		CAGL0I10725g	KAFR0C02300	AAR081C	KNAG0B00870	KLLA0B11011g	KLTH0F14432g	SAKL0F03256g	NCAS0E00970	Kwal_55.21157
N0.HOG0004533	OG0004067	n0	YPR010C-A	NDAI0B02090	Smik_16.251	Skud_16.296	TBLA0E03920	Suva_16.333	TPHA0H00530	TDEL0B05490	ZYRO0E02750g	Kpol_541.37a	Ecym_7277	CAGL0J01699g	KAFR0B01970		KNAG0D02310	KLLA0D04334g	KLTH0H08866g	SAKL0H20504g	NCAS0B04680	Kwal_YGOB_Anc_8.114
N0.HOG0004534	OG0004068	n0	YIL004C	NDAI0B01080	Smik_9.195	Skud_9.173	TBLA0A01020	Suva_9.203	TPHA0L00720	TDEL0H02980	ZYRO0D09262g	Kpol_312.4	Ecym_4492	CAGL0J02090g	KAFR0K01130	ADL007C	KNAG0E03570	KLLA0D13992g	KLTH0F12848g	SAKL0F04994g	NCAS0A13130	
N0.HOG0004535	OG0004069	n0	YIL001W	NDAI0H02080	Smik_9.199	Skud_9.177	TBLA0J01770	Suva_9.207	TPHA0I02290	TDEL0H03060	ZYRO0D09416g	Kpol_499.22	Ecym_4485	CAGL0J02156g	KAFR0K01160		KNAG0G01010	KLLA0D13838g	KLTH0F13024g	SAKL0F04840g	NCAS0A07690	Kwal_55.20898
N0.HOG0004536	OG0004070	n0	YFR038W	NDAI0G01950	Smik_7.358	Skud_6.129	TBLA0D04710	Suva_12.19	TPHA0B02800	TDEL0H02420	ZYRO0D16082g	Kpol_1063.6		CAGL0J02662g	KAFR0L00680	ADL098C	KNAG0L01260	KLLA0E04159g	KLTH0A03410g	SAKL0F07766g	NCAS0E01760	Kwal_47.18077
N0.HOG0004537	OG0004071	n0	YER047C	NDAI0G01900	Smik_5.172	Skud_5.157	TBLA0D04260	Suva_5.149	TPHA0C01280	TDEL0H02310	ZYRO0D16346g	Kpol_1070.24		CAGL0J02728g	KAFR0L00730	ADL109W	KNAG0L01320	KLLA0E04379g	KLTH0A03696g	SAKL0F08008g	NCAS0E01710	Kwal_47.18123
N0.HOG0004538	OG0004072	n0	YOR238W	NDAI0J02070	Smik_15.422	Skud_15.405	TBLA0B03920	Suva_8.288	TPHA0N00140	TDEL0A06060	ZYRO0F06996g	Kpol_1072.24	Ecym_2411	CAGL0J03938g	KAFR0A03780	ACR127W	KNAG0A02990		KLTH0D10868g	SAKL0H06930g	NCAS0B01520	Kwal_26.8729
N0.HOG0004539	OG0004073	n0	YBL018C	NDAI0B02920	Smik_2.98	Skud_2.88	TBLA0A08790	Suva_40.2	TPHA0H00220	TDEL0B04470	ZYRO0C13200g		Ecym_6194	CAGL0J04334g	KAFR0C02820	AFR017C	KNAG0G01450	KLLA0E10495g	KLTH0H08272g	SAKL0H19624g	NCAS0B05580	Kwal_14.2123
N0.HOG0004540	OG0004074	n0	YJL055W	NDAI0G05810	Smik_10.185	Skud_10.151	TBLA0D05190	Suva_6.131	TPHA0I02640	TDEL0D01960	ZYRO0G20482g	Kpol_1066.16	Ecym_6296	CAGL0J05038g	KAFR0A00810	AEL175C	KNAG0E02620		KLTH0H10516g	SAKL0D06754g	NCAS0A09150	Kwal_14.2537
N0.HOG0004541	OG0004075	n0	YJL059W	NDAI0G05770	Smik_10.181	Skud_10.155	TBLA0D05230	Suva_6.135	TPHA0I02680	TDEL0D01910	ZYRO0G20614g	Kpol_1066.21		CAGL0J05104g	KAFR0A01700	AEL171C	KNAG0B05330	KLLA0F01551g	KLTH0H10626g	SAKL0D06864g	NCAS0A09190	Kwal_14.2568
N0.HOG0004542	OG0004076	n0	YNL088W	NDAI0F02550	Smik_14.238	Skud_14.242	TBLA0E03570	Suva_14.251	TPHA0C02900	TDEL0C04170	ZYRO0C15422g	Kpol_1002.113		CAGL0J05610g	KAFR0J01230	AER410W	KNAG0M01820	KLLA0C13838g	KLTH0G08338g	SAKL0E09768g	NCAS0G02740	Kwal_23.2995
N0.HOG0004543	OG0004077	n0	YNL090W	NDAI0F02560	Smik_14.237	Skud_14.241	TBLA0B01800	Suva_14.250	TPHA0P00920	TDEL0C04630	ZYRO0C15466g	Kpol_1029.18	Ecym_5365	CAGL0J05632g	KAFR0J01240	ACL087C	KNAG0M01830	KLLA0C13816g	KLTH0G08294g	SAKL0E09834g	NCAS0G02730	
N0.HOG0004544	OG0004078	n0	YNL164C	NDAI0F03240	Smik_14.163	Skud_14.167	TBLA0B00910	Suva_14.174	TPHA0F02200	TDEL0F00790	ZYRO0G05126g	Kpol_1051.37		CAGL0J06116g	KAFR0A07410	AFR030C	KNAG0F01400	KLLA0D07920g	KLTH0B06534g	SAKL0E12452g	NCAS0G02030	Kwal_33.14534
N0.HOG0004545	OG0004079	n0	YNL167C	NDAI0F03270	Smik_14.160	Skud_14.164	TBLA0D00190	Suva_14.171	TPHA0O01540	TDEL0F00740	ZYRO0G05016g		Ecym_6410	CAGL0J06182g	KAFR0A07440	AFR025C	KNAG0F01370	KLLA0D08030g	KLTH0B06732g	SAKL0E12562g	NCAS0G02000	Kwal_33.14510
N0.HOG0004546	OG0004080	n0	YNL168C	NDAI0F03280	Smik_14.159	Skud_14.163	TBLA0B00870	Suva_14.170	TPHA0F02260	TDEL0F00730	ZYRO0G04994g	Kpol_1051.31		CAGL0J06204g	KAFR0A07450	AFR024C	KNAG0F01360	KLLA0D08052g	KLTH0B06754g	SAKL0E12584g	NCAS0G01990	Kwal_33.14500
N0.HOG0004547	OG0004081	n0	YML103C	NDAI0E00400	Smik_13.31	Skud_13.38	TBLA0B03110	Suva_13.41	TPHA0G00980	TDEL0B00760	ZYRO0G13684g	Kpol_541.6		CAGL0J06534g	KAFR0A02730	AER284W	KNAG0G03320	KLLA0E11067g	KLTH0C04290g	SAKL0D01980g	NCAS0B01040	Kwal_27.10365
N0.HOG0004548	OG0004082	n0	YPL110C	NDAI0E02540	Smik_16.126	Skud_16.170	TBLA0B04300	Suva_16.200	TPHA0I01580	TDEL0A05440	ZYRO0A10296g	Kpol_1048.28	Ecym_7094	CAGL0J07040g		AGR223W		KLLA0F00660g	KLTH0E13882g	SAKL0H08580g	NCAS0C01820	Kwal_27.12292
N0.HOG0004549	OG0004083	n0	YPL113C	NDAI0E02510	Smik_6.313	Skud_16.166	TBLA0E04040	Suva_16.196	TPHA0A01160		ZYRO0F10670g	Kpol_479.2	Ecym_7099	CAGL0J07084g	KAFR0H02750	AGR227W	KNAG0J01360	KLLA0F00792g	KLTH0D09438g	SAKL0H08470g	NCAS0C01790	Kwal_26.8482
N0.HOG0004550	OG0004084	n0	YNL227C	NDAI0F03800	Smik_14.106	Skud_14.110	TBLA0G00170	Suva_14.116	TPHA0O01940	TDEL0E00500	ZYRO0F15400g	Kpol_529.21		CAGL0J07370g	KAFR0A07950	ABL194C	KNAG0F00860	KLLA0D19602g	KLTH0B08338g	SAKL0E14234g	NCAS0G01360	Kwal_23.4420
N0.HOG0004551	OG0004085	n0	YNL236W	NDAI0F03870	Smik_14.99	Skud_14.103	TBLA0B00150	Suva_14.108	TPHA0P01770	TDEL0E00430	ZYRO0F15554g	Kpol_1015.6		CAGL0J07524g	KAFR0A08020	ABL202W	KNAG0F00790	KLLA0D19767g	KLTH0H00462g	SAKL0E14388g	NCAS0A00900	Kwal_56.24785
N0.HOG0004552	OG0004086	n0	YNL247W	NDAI0F03980	Smik_14.88	Skud_14.91	TBLA0A05760	Suva_14.95	TPHA0B04170	TDEL0C05860	ZYRO0F15928g	Kpol_2000.30		CAGL0J07744g	KAFR0D03740	AFR640W	KNAG0F00680	KLLA0C03025g	KLTH0F03168g	SAKL0C03520g	NCAS0A00800	Kwal_33.13539
N0.HOG0004553	OG0004087	n0	YNL253W	NDAI0F04030	Smik_14.82	Skud_14.85	TBLA0A05690	Suva_14.89	TPHA0B04250	TDEL0C05940	ZYRO0F16104g	Kpol_2000.39		CAGL0J07854g	KAFR0D03800	AFR634W	KNAG0F00620	KLLA0C02849g	KLTH0F02948g	SAKL0C03344g	NCAS0A00740	Kwal_33.13515
N0.HOG0004554	OG0004088	n0	YNL259C	NDAI0F04120	Smik_14.76	Skud_14.79		Suva_14.83	TPHA0B04340	TDEL0C06040	ZYRO0F16324g	Kpol_2000.50	Ecym_1125	CAGL0J07980g	KAFR0D03870	AFR653W	KNAG0F00560	KLLA0C02673g	KLTH0F02728g	SAKL0C03080g	NCAS0A00680	Kwal_33.13478
N0.HOG0004555	OG0004089	n0	YNL274C	NDAI0F04250	Smik_14.63	Skud_14.66	TBLA0A05380	Suva_14.68	TPHA0B04550	TDEL0C06270	ZYRO0F16874g	Kpol_2000.72		CAGL0J08272g	KAFR0D03980	AFR675W	KNAG0F00440	KLLA0C02167g	KLTH0F02200g	SAKL0C02420g	NCAS0A00560	Kwal_33.13356
N0.HOG0004556	OG0004090	n0	YAL022C	NDAI0H02530	Smik_1.44	Skud_1.39	TBLA0A04650	Suva_1.44	TPHA0H02690	TDEL0H03740	ZYRO0D05280g	Kpol_1040.13		CAGL0J08712g	KAFR0K00660	ACR289W	KNAG0D04850	KLLA0F15862g	KLTH0D02288g	SAKL0B10054g	NCAS0F01650	Kwal_26.7110
N0.HOG0004557	OG0004091	n0	YLR218C	NDAI0A02870	Smik_12.275	Skud_12.281	TBLA0F02150	Suva_10.312	TPHA0A03090	TDEL0C02350	ZYRO0F05830g	Kpol_1019.29		CAGL0J08976g	KAFR0L01330	ADR089C	KNAG0B02780	KLLA0F05137g	KLTH0H02112g	SAKL0F10406g	NCAS0E03760	Kwal_56.24483
N0.HOG0004558	OG0004092	n0	YDL123W	NDAI0A02310	Smik_4.114	Skud_4.132	TBLA0F02000	Suva_4.124	TPHA0A03300	TDEL0H01620	ZYRO0C09130g	Kpol_1020.15	Ecym_8031	CAGL0J09416g	KAFR0B01210	ACL024W	KNAG0C04120	KLLA0F05841g	KLTH0A05236g	SAKL0H19976g	NCAS0A13730	
N0.HOG0004559	OG0004093	n0	YPL022W	NDAI0E03240	Smik_16.213	Skud_16.260	TBLA0D02790	Suva_16.296	TPHA0C01850	TDEL0B01630	ZYRO0A02860g	Kpol_1007.11		CAGL0J09526g	KAFR0H01600	AFR456C	KNAG0A02380	KLLA0D12210g	KLTH0E11000g	SAKL0H11858g	NCAS0C02540	Kwal_27.11756
N0.HOG0004560	OG0004094	n0	YDL209C	NDAI0E03260	Smik_4.31	Skud_4.47	TBLA0D02810	Suva_4.39	TPHA0L01200	TDEL0B01690	ZYRO0A02970g	Kpol_1031.63	Ecym_1394	CAGL0J09592g	KAFR0H01620		KNAG0A02400	KLLA0C15411g	KLTH0E10868g	SAKL0H12012g	NCAS0C02560	Kwal_27.11730
N0.HOG0004561	OG0004095	n0	YNL077W	NDAI0F02450	Smik_14.249	Skud_14.253	TBLA0E03660	Suva_14.262	TPHA0C02980	TDEL0C04350	ZYRO0C15048g	Kpol_1002.122	Ecym_5384	CAGL0J10296g		AER427W	KNAG0M02020	KLLA0E07899g	KLTH0G08756g	SAKL0E09306g	NCAS0G02850	Kwal_23.3061
N0.HOG0004562	OG0004096	n0	YKL092C	NDAI0K02190	Smik_11.148	Skud_11.136	TBLA0B05530	Suva_11.133	TPHA0C03960	TDEL0A02650	ZYRO0G03762g	Kpol_257.1		CAGL0J10428g	KAFR0D03280	ABR021W	KNAG0A06600	KLLA0B06457g	KLTH0D05808g	SAKL0E02530g	NCAS0A05340	Kwal_26.7830
N0.HOG0004563	OG0004097	n0	YHR072W-A		Smik_8.149	Skud_8.132	TBLA0H01960	Suva_15.263	TPHA0D02080	TDEL0E02740	ZYRO0D10208g	Kpol_1051.6	Ecym_8179	CAGL0J10802g	KAFR0C01840	AGR354W	KNAG0C05490	KLLA0C16753g	KLTH0H14894g	SAKL0G08800g	NCAS0H01630	Kwal_34.15976
N0.HOG0004564	OG0004098	n0	YNL186W	NDAI0F03410	Smik_14.144	Skud_14.148	TBLA0B09760	Suva_14.156	TPHA0O01640	TDEL0A01100	ZYRO0C09812g	Kpol_1044.24		CAGL0J11352g	KAFR0A07580	ABL145W	KNAG0F01220	KLLA0D08459g	KLTH0B07150g	SAKL0E13002g	NCAS0G01800	Kwal_33.14430
N0.HOG0004565	OG0004099	n0	YNL188W	NDAI0F03440	Smik_14.142	Skud_14.146		Suva_14.154	TPHA0O01660	TDEL0A01050	ZYRO0C09922g	Kpol_1054.22	Ecym_6431	CAGL0J11418g	KAFR0A07610	ABL149W	KNAG0F01200	KLLA0D08558g	KLTH0B07260g	SAKL0E13112g	NCAS0G01770	Kwal_23.4666
N0.HOG0004566	OG0004100	n0	YGR199W	NDAI0D02240	Smik_16.107	Skud_7.535	TBLA0B07650	Suva_7.493	TPHA0A04800	TDEL0E04890	ZYRO0G11682g	Kpol_1050.32	Ecym_7372	CAGL0K00979g	KAFR0G01180		KNAG0G00810	KLLA0F21978g	KLTH0B01650g	SAKL0G14410g	NCAS0A07260	Kwal_33.15471
N0.HOG0004567	OG0004101	n0	YGR079W		Smik_6.161	Skud_7.375	TBLA0C02480	Suva_7.361	TPHA0M01670	TDEL0C05400	ZYRO0C17380g	Kpol_526.13	Ecym_5443	CAGL0K01155g	KAFR0K01400	ABR106C	KNAG0B01230	KLLA0C15741g	KLTH0F11088g	SAKL0B08932g	NCAS0I01990	Kwal_23.3787
N0.HOG0004568	OG0004102	n0	YOL073C	NDAI0B02640	Smik_15.85	Skud_15.79	TBLA0F01030	Suva_15.92	TPHA0M00540	TDEL0D04890	ZYRO0B05544g	Kpol_1053.8		CAGL0K01199g	KAFR0C01190	AER209W	KNAG0K00960	KLLA0C04532g	KLTH0E15752g	SAKL0C08118g	NCAS0B05280	Kwal_27.12704
N0.HOG0004569	OG0004103	n0	YGR072W	NDAI0B02610	Smik_6.155	Skud_7.369	TBLA0F01000	Suva_7.355	TPHA0M00500	TDEL0D04830	ZYRO0B05412g	Kpol_1053.12		CAGL0K01309g	KAFR0C01160	AER204W	KNAG0K00990	KLLA0D03718g	KLTH0C08426g	SAKL0C08338g	NCAS0B05240	Kwal_56.22892
N0.HOG0004570	OG0004104	n0	YDL035C	NDAI0A06690	Smik_4.202	Skud_4.218	TBLA0G03180	Suva_4.216	TPHA0M00350	TDEL0D04660	ZYRO0B05038g	Kpol_1032.13		CAGL0K01507g	KAFR0F02170	AEL089C	KNAG0K01760	KLLA0F24750g	KLTH0C08800g	SAKL0C08712g	NCAS0I02110	Kwal_56.22825
N0.HOG0004571	OG0004105	n0	YDL031W	NDAI0G02870	Smik_4.204	Skud_4.220	TBLA0B01590	Suva_4.218	TPHA0M00330	TDEL0D04630	ZYRO0B04972g	Kpol_1032.11		CAGL0K01551g	KAFR0C01060	AEL086W	KNAG0K01110	KLLA0F24684g	KLTH0C08866g	SAKL0C08778g	NCAS0C03530	Kwal_56.22804
N0.HOG0004572	OG0004106	n0	YDL018C	NDAI0A06460	Smik_4.217	Skud_4.236	TBLA0F00710	Suva_4.231		TDEL0D04400	ZYRO0A05082g	Kpol_1037.9	Ecym_5257	CAGL0K01793g	KAFR0F02300	AER217W	KNAG0K01670	KLLA0C04323g	KLTH0E15994g	SAKL0C07854g	NCAS0I01860	Kwal_27.9801
N0.HOG0004573	OG0004107	n0	YDL013W	NDAI0A06510	Smik_4.221	Skud_4.240	TBLA0F00720	Suva_4.236	TPHA0A04370	TDEL0D04350	ZYRO0A04994g	Kpol_1036.52		CAGL0K01881g	KAFR0A01220	AER213C	KNAG0J01270	KLLA0C04411g	KLTH0E15884g	SAKL0C07964g	NCAS0I01910	Kwal_27.9824
N0.HOG0004574	OG0004108	n0	YER124C	NDAI0B02440	Smik_5.269	Skud_5.254		Suva_5.245	TPHA0D01010	TDEL0F01000	ZYRO0E02354g	Kpol_1006.15	Ecym_8393	CAGL0K02277g	KAFR0B02080	ADL054W	KNAG0D02190	KLLA0E13553g	KLTH0E06930g	SAKL0H24530g	NCAS0B04530	Kwal_47.17310
N0.HOG0004575	OG0004109	n0	YMR073C	NDAI0H01370	Smik_13.252	Skud_13.229	TBLA0I01530	Suva_13.250	TPHA0G03550	TDEL0A03110	ZYRO0B02090g	Kpol_348.12	Ecym_7251	CAGL0K03069g	KAFR0A01890		KNAG0C05780	KLLA0E18459g	KLTH0D06930g	SAKL0A09570g	NCAS0F00870	Kwal_26.8046
N0.HOG0004576	OG0004110	n0	YHL018W	NDAI0B01620	Smik_8.24	Skud_8.27		Suva_8.34	TPHA0I02380	TDEL0B06420	ZYRO0E05852g	Kpol_1056.14	Ecym_4592	CAGL0K03201g	KAFR0A02050	ABR046C	KNAG0C05560	KLLA0F25454g	KLTH0D07480g	SAKL0D13068g	NCAS0A12640	Kwal_26.8144
N0.HOG0004577	OG0004111	n0	YMR107W	NDAI0E02070	Smik_13.296	Skud_13.266	TBLA0I01390	Suva_13.286	TPHA0G02890	TDEL0A02180	ZYRO0G19932g	Kpol_297.13		CAGL0K03459g	KAFR0A00580	AEL303C	KNAG0E02370	KLLA0B12650g	KLTH0D04510g	SAKL0E03696g	NCAS0A04340	Kwal_26.7577
N0.HOG0004578	OG0004112	n0	YGR028W	NDAI0D03930	Smik_6.97	Skud_7.320		Suva_7.309	TPHA0F00980	TDEL0D02860	ZYRO0A12342g	Kpol_385.7	Ecym_8344	CAGL0K03971g	KAFR0F03780	ABR036W	KNAG0D03870	KLLA0B06094g	KLTH0G17930g	SAKL0B03894g	NCAS0A01990	Kwal_14.1321
N0.HOG0004579	OG0004113	n0	YGR053C	NDAI0D04120	Smik_6.137	Skud_7.351		Suva_7.335	TPHA0J00700	TDEL0E01810	ZYRO0B08074g	Kpol_543.33	Ecym_6135	CAGL0K04323g	KAFR0F03980	AEL285W	KNAG0D04050	KLLA0A02739g	KLTH0G18216g	SAKL0B04774g	NCAS0A02190	Kwal_14.1269
N0.HOG0004580	OG0004114	n0	YGR058W	NDAI0D04150	Smik_6.142	Skud_7.356	TBLA0A08280	Suva_7.340	TPHA0B01000	TDEL0E01700	ZYRO0B07832g	Kpol_1042.21		CAGL0K04433g	KAFR0F04010	AFR570W	KNAG0D04100	KLLA0B08151g	KLTH0D13244g	SAKL0H04334g	NCAS0A02220	Kwal_26.9226
N0.HOG0004581	OG0004115	n0	YGR068C	NDAI0D04250	Smik_6.151	Skud_7.365	TBLA0I02710	Suva_7.350	TPHA0F01160	TDEL0E01580		Kpol_472.9	Ecym_2761	CAGL0K04653g	KAFR0G03060	AFR581C	KNAG0D04210	KLLA0B07887g	KLTH0D13486g	SAKL0H04048g	NCAS0A02320	Kwal_26.9272
N0.HOG0004582	OG0004116	n0	YNL215W		Smik_14.117	Skud_14.121	TBLA0B00260	Suva_14.127	TPHA0O01820	TDEL0A00740	ZYRO0C10648g	Kpol_1054.39	Ecym_6461	CAGL0K04895g	KAFR0F00200	ABL178W	KNAG0E02870	KLLA0D19250g	KLTH0B07942g	SAKL0E13816g	NCAS0D00200	Kwal_23.4503
N0.HOG0004583	OG0004117	n0	YPR034W	NDAI0A01300	Smik_16.278	Skud_16.321	TBLA0F00450	Suva_16.364	TPHA0B01460	TDEL0C03120	ZYRO0G17182g	Kpol_520.11		CAGL0K05335g	KAFR0K02150	ACR184C	KNAG0B02110	KLLA0E06315g	KLTH0C05324g	SAKL0F13772g	NCAS0A14720	Kwal_27.10552
